gene_id		SH200_E7_Z11_ST23	SH201_E7-Q	SH202_E7-R	SH203_E7-S	SH204_E7-T	SH205_E7-V	SH206_E7-X	SH221	SH222	SH223	SH230
tr103406		0	2	0	0	0	0	0	2	7	4	4
tr103409		0	4	0	0	0	0	2	4	8	9	1
tr103424		108	22	24	31	51	93	15	527	910	800	221
tr103426		0	0	0	0	0	0	0	0	0	7	0
tr103428		0	1	0	0	0	0	0	2	3	0	5
tr103438		0	0	0	1	0	0	0	2	3	14	0
tr103439		0	0	0	0	0	0	0	8	15	5	3
tr103442		28	26	3	28	32	44	2	200	499	225	183
tr103454		0	0	0	0	0	0	0	0	3	0	0
tr103457		0	1	0	0	0	1	0	10	22	14	1
tr103463		0	0	0	0	0	0	0	0	2	0	4
tr103483		9	0	0	0	6	2	0	55	97	37	25
tr103486		36	19	15	29	32	46	4	388	494	489	193
tr103503		728	104	251	168	569	390	144	4739	3652	5736	885
tr103506		17	6	4	5	5	10	2	167	699	242	239
tr103509		1	1	0	1	0	0	0	5	18	8	6
tr103512		0	0	0	0	0	0	0	4	0	1	0
tr10352		0	0	0	0	0	0	0	63	91	118	42
tr103524		0	0	0	0	0	0	0	29	15	17	12
tr10353		0	0	0	0	0	0	0	0	1	0	3
tr103544		393	153	11	40	17	140	21	569	3037	837	810
tr103561		112	87	19	101	101	158	21	284	642	600	240
tr103577		3	0	0	0	0	0	0	0	5	4	14
tr103580		2	3	0	0	0	3	0	6	12	6	0
tr10359		2	0	0	0	0	1	0	11	14	4	3
tr103598		8	3	0	0	0	3	0	12	49	27	11
tr103619		74	11	1	10	18	57	23	406	943	838	365
tr10362		3	0	0	0	0	0	0	15	39	19	6
tr103626		0	0	0	0	0	0	0	4	10	6	0
tr103627		48	23	60	46	105	160	31	666	1013	949	385
tr10363		911	389	4	75	30	130	19	1273	6393	1492	2597
tr103632		0	0	0	0	0	0	0	5	3	0	0
tr103635		13	11	4	8	0	52	6	58	371	89	178
tr103643		30	4	5	14	39	51	4	85	242	103	79
tr103645		0	0	0	0	0	1	1	0	22	5	12
tr103651		0	1	0	0	0	1	0	4	10	12	7
tr103658		23	25	39	25	22	299	10	1182	940	767	279
tr103662		28	16	1	6	2	23	1	239	457	124	219
tr103663		35	2	0	0	3	5	0	4	33	10	15
tr103678		0	0	0	0	0	0	0	5	4	1	2
tr103679		27	10	2	11	4	19	4	53	237	101	45
tr10368		46	8	2	16	12	16	1	70	300	84	82
tr103684		0	0	0	0	0	0	0	2	9	4	0
tr103714		5	2	3	3	8	27	3	109	288	243	226
tr103720		39	11	2	5	0	23	6	88	363	214	119
tr103725		0	1	0	2	0	0	0	13	16	2	5
tr103744		15	12	7	15	39	31	6	89	143	137	69
tr103759		2	0	0	0	0	0	0	23	39	30	16
tr10376		70	33	11	62	56	65	8	751	1274	859	498
tr103761		2	0	0	0	0	0	0	3	17	5	6
tr103768		79	30	2	60	94	18	1	1027	544	264	358
tr103783		221	83	30	54	73	91	18	2235	6381	2449	2137
tr103789		3	0	0	0	1	4	0	22	66	29	22
tr103790		0	0	0	0	0	8	0	30	5	14	6
tr103793		0	0	0	0	3	2	0	102	172	64	57
tr103797		0	0	0	1	0	0	0	0	1	4	1
tr1038		0	0	0	0	0	3	0	42	70	27	28
tr103809		120	54	28	129	178	186	39	190	1279	1227	593
tr10381		8	8	0	3	5	11	1	76	222	105	76
tr103812		0	0	0	1	0	0	0	24	21	9	20
tr103814		0	0	0	0	0	0	0	0	1	0	5
tr103825		11	20	21	11	21	54	9	603	897	702	229
tr10383		286	48	17	47	54	135	8	276	691	535	202
tr103843		11	5	0	6	8	9	3	64	108	43	37
tr103849		275	95	61	177	306	430	65	1739	2988	2230	905
tr103852		0	0	0	0	0	0	0	1	1	2	3
tr103857		0	0	0	0	0	0	0	0	0	0	7
tr103863		4	3	0	6	3	0	0	0	5	9	16
tr103867		12	13	1	10	0	13	5	53	218	151	71
tr103868		0	0	0	0	0	0	0	1	4	1	0
tr10388		90	21	16	33	40	36	6	325	616	381	182
tr103882		0	0	0	0	0	0	0	3	0	0	0
tr103889		25	10	13	21	22	51	12	143	378	228	138
tr103912		4	1	0	0	0	2	0	67	48	25	26
tr103917		0	0	0	0	0	2	0	33	70	34	31
tr103927		0	0	0	0	0	6	1	4	2	5	0
tr103942		121	40	31	36	49	118	19	201	453	505	223
tr103945		2351	440	743	941	2210	2421	388	25181	27494	25997	8345
tr103956		2	0	0	1	0	0	0	16	10	14	5
tr103972		2	0	0	1	0	0	0	2	12	6	0
tr103974		324	263	41	246	442	321	11	1532	2138	1976	1544
tr103977		2	1	0	4	0	5	0	124	31	29	7
tr103990		2	0	0	0	0	0	0	5	1	4	1
tr10400		3	4	0	5	3	7	4	275	135	152	45
tr10403		22	21	7	28	24	48	1	245	404	410	187
tr104037		5	31	0	42	27	0	1	1	5	4	4
tr104047		2	0	0	0	0	2	0	0	5	1	0
tr104050		5	1	0	3	7	5	0	9	14	16	1
tr104057		0	0	0	0	0	0	0	6	0	2	0
tr104059		16	5	1	6	8	16	1	11	314	47	77
tr104064		0	0	1	0	2	6	2	150	54	78	26
tr104067		46	43	3	49	10	55	14	281	1001	659	489
tr10408		53	15	3	14	0	36	4	308	519	545	204
tr104082		1	0	0	0	0	1	0	6	15	3	17
tr1041		0	0	0	0	0	0	0	0	0	3	0
tr104105		46	12	2	5	20	9	0	57	152	68	69
tr10411		0	0	0	0	0	0	0	191	269	336	92
tr104116		0	0	0	0	0	0	0	0	0	6	0
tr104123		47	8	1	7	17	18	5	129	299	168	93
tr104126		0	0	0	0	0	0	0	5	3	4	0
tr104127		3	0	0	4	4	5	2	104	230	125	52
tr104128		5	2	2	4	7	10	1	73	173	86	82
tr104139		0	1	0	0	0	2	0	219	23	29	21
tr10415		60	20	6	28	44	102	11	1211	1335	1387	357
tr104150		2	1	0	0	0	0	0	2	13	8	7
tr104154		5	1	0	3	0	6	0	89	134	98	79
tr104169		8858	2137	242	1675	575	2952	390	43381	90423	50807	28820
tr10418		136	35	14	61	68	154	19	737	1423	888	486
tr104185		84	13	8	27	40	42	3	571	2187	800	275
tr10419		11	0	18	2	1	71	1	1195	291	498	119
tr104207		1	0	0	0	1	1	0	16	28	7	4
tr104215		1	2	0	0	0	2	0	27	53	36	33
tr104229		313	90	24	93	105	200	18	1183	3550	1942	1312
tr104236		1	0	0	0	0	0	0	3	11	13	2
tr104243		0	2	0	0	0	0	0	6	6	1	2
tr104255		0	0	0	0	0	1	1	5	101	11	11
tr104259		7	1	0	3	0	0	0	72	137	68	56
tr104261		0	0	0	0	0	0	0	7	3	1	0
tr104263		1	1	0	0	0	0	0	6	11	7	5
tr104275		0	0	0	3	0	1	0	29	37	25	10
tr104279		16	12	9	6	7	91	2	784	1908	1048	627
tr104295		0	0	0	0	0	0	0	5	3	0	0
tr1043		24	6	6	16	17	36	5	307	591	327	116
tr104305		129	48	16	86	84	127	15	957	2410	1317	1057
tr104324		3	1	0	6	8	3	0	44	89	48	43
tr10433		0	1	0	2	3	1	0	29	44	22	21
tr104337		10	2	0	3	5	3	0	36	91	36	58
tr104341		142	21	29	30	58	69	9	180	526	212	149
tr104344		2	1	4	4	5	6	0	56	130	89	50
tr104376		0	0	0	0	1	0	0	10	16	5	3
tr104377		498	170	23	132	48	273	31	3573	10520	5063	4832
tr104383		0	0	0	0	0	0	0	77	91	128	14
tr104387		1	0	0	0	2	0	0	11	21	16	3
tr104399		8	3	4	5	7	12	3	56	118	78	35
tr104404		4	0	2	2	3	8	0	14	49	48	9
tr104405		0	1	0	1	2	12	0	122	160	78	67
tr10441		175	49	3	38	35	31	9	252	1030	314	240
tr104414		0	0	0	0	0	0	0	11	3	4	0
tr104418		36	53	8	42	28	130	13	786	2599	1175	674
tr10442		232	204	11	98	28	240	30	938	4434	2119	1659
tr104421		1	0	0	0	0	0	0	0	3	0	4
tr104424		0	0	0	0	0	0	0	5	3	0	0
tr104429		6	1	0	2	3	3	0	108	51	41	21
tr104435		24	7	5	13	0	19	2	201	398	228	174
tr104446		26	17	0	2	1	9	0	10	59	37	20
tr104452		50	21	7	29	57	41	12	575	1161	554	382
tr104453		0	0	0	0	0	0	0	5	0	0	0
tr104461		0	0	0	0	0	0	0	4	3	0	0
tr104468		0	0	0	0	0	1	0	1	7	0	11
tr104469		0	0	0	0	0	0	0	6	0	0	0
tr104472		3	3	0	1	4	1	2	608	833	339	380
tr104473		203	105	45	97	135	238	55	1854	4372	2961	2360
tr104483		48	13	3	18	16	24	8	291	622	369	329
tr104495		8	16	1	27	24	53	1	16	42	10	11
tr104499		7	9	7	10	16	30	1	12	60	24	17
tr10451		3	0	0	1	0	1	0	18	12	2	20
tr104520		2	0	1	0	1	0	8	0	3	5	3
tr104529		1	0	1	2	0	7	0	170	60	116	24
tr104541		0	0	0	1	2	0	0	0	1	4	0
tr104554		0	0	0	0	0	0	0	16	66	71	22
tr104563		51	27	13	32	48	103	7	247	431	328	166
tr104567		1	1	0	0	1	1	0	17	15	7	0
tr10457		26	3	13	1	0	26	1	734	204	436	62
tr104571		8	3	1	4	2	4	0	82	136	60	55
tr104599		66	18	36	44	20	120	14	481	908	1172	545
tr104604		0	0	0	0	0	1	0	1	2	1	3
tr104605		0	11	0	11	4	48	0	1	105	9	13
tr10461		11	0	1	7	0	6	2	148	271	128	85
tr10464		0	0	0	0	0	2	0	0	16	7	4
tr104644		2	0	0	2	1	1	0	10	22	13	0
tr104647		0	0	1	0	0	0	0	0	0	1	2
tr10465		1	0	0	0	0	3	0	3	0	2	0
tr104672		27	16	3	19	16	28	2	762	1922	1049	674
tr104677		0	0	0	0	0	0	0	0	1	0	2
tr104681		163	67	61	119	143	245	23	892	744	1586	239
tr104683		60	5	2	7	7	11	1	121	472	154	98
tr104690		2	6	1	4	15	0	0	27	13	13	19
tr104693		77	44	10	24	34	79	5	228	416	257	255
tr104696		7	56	129	72	108	1754	17	1144	2681	1064	3164
tr10470		98	55	27	42	63	192	30	758	1659	1365	373
tr104718		10	0	0	3	1	7	355	0	0	1	85
tr104729		25	9	2	11	26	27	2	221	337	232	157
tr104743		0	0	0	0	0	0	0	0	0	0	10
tr104748		3	0	0	2	2	2	0	46	77	40	33
tr104750		7	3	0	0	1	2	0	36	56	62	23
tr104764		235	58	12	37	11	201	50	391	1931	587	641
tr104773		0	0	0	0	0	0	0	3	1	0	0
tr10480		9	7	0	6	5	9	0	22	68	46	17
tr104805		0	0	0	0	0	0	0	0	1	1	2
tr104819		12	13	1	9	28	11	6	46	397	239	156
tr104828		50	29	33	32	56	96	32	865	1260	1237	475
tr104846		20	4	1	2	11	10	1	68	157	104	46
tr104862		0	0	0	2	1	2	0	7	23	16	5
tr104866		34	21	15	22	83	48	19	884	897	740	425
tr104874		14	2	0	2	4	3	1	38	168	51	58
tr104879		2	0	0	0	1	4	1	41	54	48	15
tr10489		32	12	24	22	30	46	13	263	651	371	221
tr104895		29	9	18	13	51	16	9	318	420	352	212
tr104897		1209	597	3137	748	2623	238	4194	1709	1272	1063	106
tr104902		3	9	0	5	6	7	0	93	283	116	140
tr104923		29	18	23	21	24	110	9	604	816	763	389
tr104924		173	110	66	86	191	331	77	1054	2303	1178	832
tr104932		35	24	18	20	28	62	10	876	1092	763	393
tr104939		65	13	1	22	19	16	0	172	243	79	33
tr104941		15	7	4	3	2	25	5	335	153	438	35
tr104962		0	0	0	0	0	0	0	0	12	1	0
tr104967		5	1	1	0	0	9	0	45	71	41	22
tr104968		0	0	0	0	0	1	0	15	27	13	4
tr104990		0	0	0	0	0	0	0	0	3	1	0
tr104991		1	0	0	1	0	0	0	3	10	5	0
tr104999		13	1	7	0	0	2	0	6	10	14	11
tr10500		1	0	6	0	0	4	0	203	58	99	17
tr105003		380	91	84	105	190	332	58	739	1387	1519	545
tr105012		7	1	1	2	3	1	0	20	42	29	12
tr105014		7	13	32	13	25	88	26	446	628	916	347
tr105020		41	19	2	13	18	45	3	329	320	340	283
tr105022		0	0	0	1	0	0	0	3	0	0	0
tr105024		2	0	0	0	0	1	0	0	7	2	0
tr105025		3	2	0	0	0	2	3	7	2	3	2
tr105048		0	0	0	1	0	0	0	0	1	0	3
tr105073		2	1	3	0	0	0	0	40	64	25	32
tr105083		13	5	6	19	29	35	1	55	80	77	35
tr105095		2	7	0	0	1	0	0	58	74	42	42
tr105109		0	0	0	0	0	0	0	0	2	0	3
tr10511		105	17	26	29	71	85	5	241	400	205	205
tr105115		156	73	39	104	140	148	29	3483	4711	2915	2264
tr105118		118	17	1	6	5	9	4	44	236	116	49
tr105131		0	0	0	0	0	1	0	1	3	11	1
tr105141		27	6	2	4	19	12	1	110	366	138	106
tr105143		10	6	0	10	19	6	2	146	292	157	99
tr105146		7	1	0	1	4	1	0	92	138	100	64
tr105147		4	2	0	7	9	4	2	173	259	184	100
tr105158		52	20	4	13	10	37	1	447	792	513	365
tr105167		24	6	2	11	8	12	3	44	116	76	36
tr105179		7	4	0	6	5	18	0	172	313	148	107
tr10518		0	0	0	0	0	0	0	4	7	4	4
tr105180		0	0	0	0	0	0	0	3	5	3	0
tr105186		5	1	0	2	2	5	1	11	39	20	10
tr105202		8	5	6	15	3	69	7	696	846	600	357
tr105203		0	0	0	0	0	0	0	2	1	0	3
tr105209		72	61	7	80	60	96	16	3565	2949	2535	1762
tr105210		13	6	0	7	0	9	0	68	269	64	89
tr105211		3	3	0	1	0	1	0	22	138	55	24
tr105220		0	0	0	0	0	0	0	0	0	1	2
tr105225		12	3	0	2	1	3	0	2	25	15	5
tr105226		0	0	0	0	0	0	0	0	0	0	5
tr105228		6	1	65	3	0	341	3	310	19	162	24
tr10523		229	69	57	84	262	102	91	975	1872	963	525
tr105234		0	1	0	0	0	6	0	73	104	67	42
tr105235		224	154	92	254	454	450	80	1816	5416	3381	2105
tr105236		8	1	0	2	1	14	3	7	37	21	3
tr105239		17	9	2	4	0	14	3	331	454	306	257
tr105255		0	0	0	0	0	1	0	7	0	0	0
tr105257		282	84	18	28	30	140	50	199	1765	337	599
tr105258		41	21	5	22	23	41	1	187	336	110	144
tr105277		0	0	0	0	0	0	0	0	0	0	18
tr105280		0	0	0	0	0	0	0	0	0	0	0
tr105288		16	4	4	4	1	12	3	94	122	93	55
tr105291		7	6	11	7	4	16	6	73	123	109	68
tr105293		0	0	0	0	0	0	0	8	12	8	1
tr105312		120	18	292	22	24	1025	45	1372	585	3776	220
tr105324		2	0	0	0	0	0	0	0	5	1	0
tr105327		8	2	5	6	7	4	0	253	345	209	259
tr105339		9	1	0	7	8	1	1	154	292	167	145
tr10534		36	8	31	21	25	46	10	214	400	308	138
tr105351		34	28	2	19	7	20	2	697	1357	649	496
tr105353		193	60	18	39	39	132	17	397	841	633	325
tr105360		0	0	0	0	0	0	0	4	0	1	2
tr105372		0	0	0	0	0	0	0	0	1	0	6
tr105375		107	30	12	22	23	60	25	205	673	234	292
tr105387		69	13	6	13	12	23	5	425	916	302	339
tr10541		0	0	0	0	0	0	0	1	0	0	6
tr105421		0	0	0	0	0	0	0	3	12	5	0
tr105442		1	0	0	0	0	0	0	10	24	10	4
tr105444		0	0	0	0	0	0	0	1	0	0	3
tr105449		9	2	0	4	0	23	3	595	462	576	203
tr10545		22	13	8	18	18	58	3	414	826	502	234
tr105456		2	0	0	6	0	4	0	2	6	8	2
tr105461		85	41	14	25	11	75	8	313	876	691	301
tr105467		41	13	2	12	1	19	11	194	371	145	92
tr105469		0	0	0	0	0	0	0	1	4	2	0
tr105485		20	9	5	6	1	122	0	1019	71	98	37
tr105497		0	0	0	0	0	0	0	3	1	0	0
tr105499		5	2	0	0	3	0	0	7	14	11	11
tr10550		6	3	0	4	6	10	2	104	131	121	98
tr105502		7	7	5	4	19	17	1	137	196	166	62
tr105504		8	1	0	2	1	6	1	20	40	25	15
tr105510		27	12	10	14	11	31	2	359	1194	430	310
tr105519		0	0	0	0	0	1	0	1	1	3	0
tr10552		234	130	17	70	56	143	27	490	2002	739	641
tr105530		422	137	14	32	17	77	31	638	1695	812	549
tr105531		66	27	16	33	13	137	12	638	1245	628	462
tr105552		0	0	0	0	0	0	0	49	108	145	39
tr105556		26	3	0	14	19	31	2	163	345	184	125
tr105561		0	0	0	0	0	1	0	16	31	16	10
tr10557		15	13	16	19	40	27	13	200	362	303	157
tr10558		53	14	8	17	25	71	3	216	651	313	324
tr105582		4	1	0	2	0	1	0	8	40	8	7
tr105587		0	0	0	0	0	0	0	4	0	2	1
tr105588		33	11	6	21	37	28	4	87	329	124	126
tr105589		86	25	7	14	16	28	3	314	862	406	257
tr10560		5	6	3	3	4	12	0	112	156	159	63
tr105604		1	0	0	2	3	1	0	8	18	4	10
tr105608		0	0	6	1	0	1	0	38	8	57	56
tr10561		195	27	19	46	72	68	4	571	1167	540	307
tr105611		11	3	14	7	22	11	6	163	296	251	132
tr105613		15	7	9	5	14	19	9	119	185	288	70
tr105614		0	0	0	0	0	1	0	2	6	2	5
tr105620		0	0	0	0	0	0	0	6	38	5	15
tr105625		7	6	19	7	36	13	20	909	305	218	381
tr105628		220	123	298	247	468	758	178	1706	2866	3472	1413
tr105629		121	31	15	29	33	99	2	311	710	480	234
tr105639		0	0	0	1	0	14	1	102	53	66	38
tr105644		482	122	18	119	93	260	15	791	2499	1821	802
tr105656		0	0	0	0	0	0	0	0	11	2	6
tr10567		0	0	0	0	0	0	0	0	2	0	8
tr105671		58	3	1	3	0	8	0	9	82	12	84
tr105676		4	3	2	3	4	3	0	54	110	50	46
tr105695		0	1	0	0	0	0	0	17	22	17	37
tr105698		0	0	0	0	0	0	0	11	11	11	1
tr10570		18	25	30	27	40	94	28	448	740	1132	321
tr105709		5	2	2	3	5	66	0	51	82	83	178
tr105715		57	14	10	16	24	18	2	319	715	320	239
tr105720		0	0	0	0	0	0	0	0	4	5	3
tr105732		0	0	0	0	0	0	0	45	24	33	3
tr105742		7	3	0	1	1	0	0	50	82	52	23
tr105753		5	3	0	4	8	7	0	138	87	41	54
tr105759		172	83	26	94	76	199	17	2153	4847	3337	1931
tr105764		69	23	61	20	40	83	27	374	364	646	185
tr105767		21	6	0	8	7	9	3	158	281	157	109
tr105768		34	4	0	2	8	7	0	87	178	68	44
tr105773		103	29	24	39	75	130	23	666	1194	1093	403
tr105774		6	1	0	2	4	3	0	5	18	11	9
tr105792		0	0	0	0	0	0	0	10	12	11	13
tr105803		0	0	0	0	0	0	1	1	0	0	6
tr105812		1	1	0	0	0	1	0	19	69	38	17
tr105813		116	86	25	264	439	163	34	70	26	49	36
tr105836		0	0	0	0	0	0	0	4	16	2	11
tr105860		3	0	0	2	0	1	0	5	53	10	24
tr105864		20	13	0	11	0	20	0	99	216	122	57
tr105868		22	6	1	3	2	17	0	162	499	240	209
tr105877		0	0	0	0	0	0	0	0	0	0	5
tr105881		9	16	0	15	0	36	0	2	49	5	14
tr10589		16	9	0	2	3	13	0	29	122	84	50
tr10590		0	0	0	0	0	0	1	4	2	0	5
tr105907		0	2	0	0	0	0	0	7	3	9	4
tr105944		1	0	0	1	0	4	0	13	32	18	9
tr10595		0	0	0	0	0	0	0	1	5	5	2
tr105950		0	0	0	1	0	1	0	6	11	5	10
tr105952		359	118	415	289	1493	195	125	4217	4510	2498	1524
tr105966		125	52	16	30	17	69	7	437	1233	712	547
tr10598		0	0	0	0	0	3	0	8	25	23	17
tr106018		55	32	27	57	117	108	32	753	1784	777	712
tr10603		8	17	0	20	9	10	2	8	147	47	45
tr106035		45	14	9	16	18	41	6	251	665	345	290
tr106037		449	151	202	209	370	719	98	2709	3413	3003	1015
tr106048		3	7	0	5	4	0	0	24	163	41	119
tr106078		0	0	0	2	0	6	0	131	350	38	61
tr106098		0	0	0	1	0	1	0	2	8	0	2
tr106102		22	16	2	22	37	43	5	476	706	478	291
tr106105		15	6	6	5	12	21	4	65	155	79	56
tr10611		2	0	0	0	1	2	0	5	11	5	13
tr106116		20	12	17	24	28	61	4	262	591	410	209
tr106137		32	12	8	18	17	32	2	101	229	156	125
tr106142		9	16	8	32	17	29	13	3	52	6	108
tr106153		1	0	0	0	5	0	0	36	91	31	32
tr10616		0	0	0	3	4	1	0	286	523	659	195
tr106160		9	6	0	5	3	3	0	85	228	91	99
tr106173		1	0	0	1	0	0	0	58	131	78	56
tr1062		0	0	0	0	0	3	1	10	4	5	0
tr106210		7	2	1	5	8	19	0	19	49	40	14
tr106226		60	10	0	1	1	3	0	3	7	0	10
tr106229		26	20	44	21	63	105	39	3340	4849	2285	929
tr106232		15	18	3	25	4	37	5	206	573	279	273
tr106233		20	2	0	2	2	8	0	126	188	109	66
tr10625		0	0	0	0	0	4	3	13	30	33	6
tr106252		11	4	14	21	14	119	4	1038	361	401	136
tr10626		0	0	0	0	0	0	0	4	6	9	20
tr106261		25	9	33	17	36	76	3	305	445	263	276
tr106272		22	12	12	18	11	58	6	464	1096	715	402
tr10628		0	0	0	0	0	0	0	103	100	73	13
tr106286		297	160	39	74	64	224	24	690	1301	760	791
tr10629		19	10	40	18	45	11	37	256	151	147	27
tr106291		37	10	3	15	8	24	6	320	514	292	207
tr106292		1	0	2	0	0	5	1	83	132	62	43
tr106295		1	2	0	0	2	2	0	18	45	21	14
tr1063		0	0	0	0	0	2	0	0	5	0	11
tr106301		34	8	19	10	25	38	7	170	285	285	90
tr106315		65941	32099	4771	38209	19866	29480	10155	141326	482250	492099	170493
tr106318		5	7	0	8	1	18	3	25	109	188	55
tr106329		68	35	3	28	36	83	23	232	606	397	286
tr106339		0	0	0	0	0	0	0	0	0	0	2
tr106356		49	13	1	26	41	117	8	646	1005	505	377
tr10636		0	0	0	0	0	0	0	4	2	3	0
tr106362		26	3	11	10	11	56	8	319	672	317	255
tr10638		20	6	1	0	3	2	1	31	62	28	20
tr106394		48	12	11	6	16	29	6	90	342	106	104
tr106395		79	24	7	20	3	43	2	308	880	292	280
tr106416		174	24	4	22	10	24	0	389	1462	388	482
tr106422		4	2	0	1	8	0	0	44	102	64	16
tr106439		0	0	0	0	0	0	0	2	3	0	0
tr106443		0	0	0	0	0	0	0	0	9	11	0
tr106451		0	1	0	4	0	2	0	19	109	40	23
tr106455		0	0	0	1	3	0	0	3	17	5	3
tr106473		4	0	1	2	1	1	0	3	33	11	7
tr106497		0	0	0	0	0	0	0	6	7	0	0
tr106506		0	0	0	0	0	0	0	0	1	2	6
tr106510		6	1	0	3	8	9	1	92	81	72	24
tr106511		144	60	31	48	94	119	7	564	911	450	342
tr106519		41	5	0	2	2	18	4	255	216	926	55
tr10652		0	0	0	0	0	0	0	15	20	18	3
tr106521		50	21	13	21	37	34	5	179	247	289	180
tr106523		51	28	13	32	37	60	3	639	1096	690	399
tr106524		12	2	0	0	2	3	4	40	57	48	24
tr106543		1	0	0	0	0	0	0	9	5	0	4
tr106560		0	0	0	0	0	0	0	13	36	35	16
tr106563		33	11	1	21	16	31	5	91	269	132	87
tr106566		10	1	1	5	0	7	0	24	80	52	11
tr106568		20	4	0	4	13	2	0	343	208	127	76
tr106593		0	0	0	0	0	0	0	66	37	42	8
tr106596		9	1	3	4	8	17	1	21	47	48	20
tr106597		1	3	1	3	13	8	4	97	131	150	59
tr106603		41	25	8	31	41	79	12	580	917	581	329
tr106618		0	1	0	0	0	0	0	10	12	1	0
tr106627		15	4	0	2	5	5	0	44	142	51	39
tr106642		0	0	0	0	0	0	0	16	21	7	2
tr106644		2	2	0	0	0	1	0	2	6	5	5
tr106648		4	5	2	1	10	3	1	11	74	43	39
tr106649		7	6	9	6	5	55	0	412	194	165	87
tr10666		6	2	0	1	1	1	0	17	75	36	28
tr106670		0	0	0	0	1	0	0	98	184	170	69
tr106680		0	0	0	1	0	0	0	1	17	12	3
tr106685		29	6	0	7	6	22	7	575	725	437	215
tr106686		0	0	0	0	0	0	0	2	4	1	0
tr106719		0	0	0	0	1	0	0	133	128	61	46
tr106731		10	5	0	5	2	12	1	19	108	54	18
tr106732		151	52	71	88	265	187	28	858	1479	975	438
tr106741		1	0	0	2	0	0	0	6	6	4	7
tr106745		35	12	34	20	55	51	10	441	508	398	130
tr10676		0	0	0	0	0	0	0	8	13	8	8
tr106770		20	14	1	14	22	14	11	176	337	202	128
tr106795		0	0	0	0	0	0	0	0	3	0	0
tr106797		0	0	0	0	0	1	1	5	23	23	3
tr1068		3	0	1	4	0	6	0	60	108	146	13
tr106816		2	0	0	0	2	1	0	12	20	16	7
tr106817		0	0	0	1	0	4	0	1	3	3	13
tr10682		78	21	0	8	8	17	0	22	91	35	16
tr106834		4	0	0	0	0	3	0	41	112	19	64
tr106835		19	12	13	25	31	53	3	370	646	327	231
tr106843		372	229	57	312	200	587	41	1068	2718	2666	1877
tr106846		0	0	0	0	0	0	0	4	6	12	0
tr106858		52	17	3	18	29	44	2	724	1163	684	751
tr106861		0	0	0	6	0	2	0	46	135	44	48
tr106866		0	0	0	0	0	1	0	3	12	4	3
tr106875		189	30	13	43	74	60	0	397	1139	390	312
tr106883		0	0	0	0	0	1	0	14	41	21	14
tr10689		3	0	0	1	0	1	0	13	26	18	13
tr106894		1	2	0	0	2	1	1	16	25	20	10
tr106897		0	0	0	0	0	0	0	1	4	2	0
tr106902		3	1	0	0	0	0	1	30	49	88	27
tr106907		49	48	39	58	88	110	10	151	450	323	133
tr10691		18	5	38	11	68	133	11	868	813	1065	254
tr106919		0	0	0	0	0	2	3	8	8	0	3
tr10692		0	0	0	0	0	0	0	1	0	0	3
tr106928		3	2	0	7	5	19	5	49	121	79	49
tr106935		42	2	5	3	29	17	0	101	300	113	77
tr106945		0	0	0	0	0	0	0	3	9	1	5
tr106949		0	0	0	1	0	0	0	9	46	25	16
tr106963		0	1	0	0	0	0	0	14	21	11	6
tr106982		25	20	1	20	33	67	3	516	380	241	151
tr106985		1	0	0	0	2	1	0	6	33	0	8
tr10699		49	12	0	1	1	11	0	197	404	242	187
tr106994		0	0	0	0	0	0	0	15	34	9	12
tr106997		778	109	20	131	129	347	27	1671	2738	1908	980
tr106998		180	78	105	99	280	275	58	372	962	586	392
tr107003		109	35	76	62	104	118	21	914	1021	666	294
tr107008		111	58	143	56	109	571	40	1658	954	2900	993
tr107013		407	190	125	280	468	546	67	2320	4933	2425	1349
tr107021		0	0	0	0	0	0	0	16	58	16	4
tr107028		81	17	4	20	34	27	2	653	968	1049	303
tr107036		0	0	6	2	0	1	0	3	8	5	18
tr107047		0	0	0	0	0	0	0	0	0	0	5
tr107059		23	19	8	27	61	48	7	480	274	443	107
tr107065		6	0	2	0	0	2	0	43	95	39	48
tr107066		10	5	0	2	0	5	2	108	221	111	84
tr107071		1	0	0	1	0	0	0	0	6	2	1
tr107073		123	38	4	59	37	79	12	638	1583	975	636
tr107076		0	0	0	0	0	0	0	6	8	4	3
tr107078		12	7	1	1	0	5	0	72	326	27	118
tr107088		0	1	17	4	8	20	29	22	22	30	55
tr107091		254	102	1	39	59	63	1	47	376	102	144
tr107097		2	0	1	0	0	4	1	40	82	67	21
tr107099		0	0	0	0	0	0	0	32	54	36	44
tr10710		1	0	0	5	4	4	1	13	26	37	17
tr107106		0	0	0	0	0	0	0	14	28	5	0
tr107109		0	1	0	0	0	0	0	28	37	41	9
tr107119		0	0	8	0	0	0	0	5	1	1	11
tr107126		32	3	8	11	8	32	6	198	447	273	111
tr107128		0	0	0	0	0	0	0	5	15	13	2
tr10713		0	0	0	0	0	0	0	1	7	3	2
tr107136		444	238	6	344	141	266	27	2917	3795	1440	949
tr107138		0	1	0	0	0	2	0	4	0	39	0
tr10716		0	0	0	0	0	0	0	1	3	0	3
tr107162		0	0	1	0	0	0	0	0	1	2	9
tr107164		51	28	10	59	81	113	12	625	1095	621	186
tr107168		0	0	1	0	0	0	0	2	0	0	2
tr107175		2	7	13	10	8	42	8	264	499	417	150
tr107193		49	7	7	11	0	11	3	251	663	282	183
