gene_id		SH200_E7_Z11_ST23	SH201_E7-Q	SH202_E7-R	SH203_E7-S	SH204_E7-T	SH205_E7-V	SH206_E7-X	SH221	SH222	SH223	SH230
tr767364		0	0	0	0	0	0	0	7	12	21	12
tr76747		97	24	31	47	83	143	29	299	538	321	234
tr7675		0	0	0	0	0	0	0	0	4	1	0
tr76752		0	0	0	0	0	0	0	24	20	46	15
tr767530		0	0	0	0	0	0	0	2	0	6	1
tr76756		0	0	0	0	0	0	0	8	18	13	8
tr767563		0	0	0	0	0	0	0	1	0	3	5
tr76758		0	0	0	0	0	0	0	9	11	21	7
tr767591		0	0	0	0	0	0	0	2	4	0	0
tr76766		0	0	0	1	0	0	0	6	12	14	13
tr767666		0	0	0	0	0	0	0	4	22	14	5
tr767691		0	0	0	0	0	0	0	1	2	2	4
tr76770		0	2	0	0	0	0	0	5	18	1	9
tr76774		53	30	25	52	52	206	12	1334	1518	872	592
tr767800		0	0	0	0	0	0	0	9	13	12	6
tr76782		12	10	6	5	11	31	8	99	258	342	88
tr76783		0	0	0	0	0	0	0	4	5	2	0
tr76785		129	53	261	98	252	243	114	4753	3968	5465	964
tr76795		205	126	151	159	354	555	96	647	2395	1169	881
tr767983		0	0	0	0	0	0	0	0	1	4	0
tr7680		40	6	10	5	23	40	4	305	601	425	206
tr76801		0	0	0	0	0	1	0	6	7	4	3
tr768011		2	3	0	0	0	1	0	8	54	26	1
tr76804		0	0	0	0	0	0	0	11	16	14	16
tr768083		1	0	0	0	0	1	0	12	55	19	10
tr768105		0	0	0	0	0	0	1	11	35	44	8
tr76816		3	3	0	0	0	1	0	30	67	37	25
tr768163		0	0	0	0	0	0	0	12	26	13	4
tr76818		0	0	0	0	0	0	0	4	10	18	5
tr768207		0	0	0	0	0	0	0	0	6	0	0
tr76825		0	0	0	0	0	0	0	0	2	3	0
tr76829		48	6	0	4	0	12	0	42	185	49	38
tr76830		0	0	0	0	0	0	0	5	16	17	10
tr76832		0	0	0	0	0	0	0	9	15	12	2
tr7684		1	1	0	0	0	1	0	16	34	12	10
tr76844		0	0	0	0	0	1	0	0	6	1	0
tr768476		0	0	2	0	0	0	0	2	1	0	2
tr768509		0	0	0	0	0	0	0	4	1	2	0
tr76851		0	0	0	0	0	0	0	11	16	17	7
tr76860		0	0	0	1	0	0	0	5	5	12	9
tr76865		0	0	0	0	0	1	0	13	44	10	11
tr7687		0	0	0	0	0	0	0	3	23	5	10
tr76870		0	0	0	0	0	0	0	13	13	8	3
tr76871		47	9	1	21	17	53	6	292	593	279	182
tr76877		132	38	45	94	207	164	42	1508	2977	1858	779
tr76878		0	0	0	0	0	0	0	9	7	4	0
tr76880		0	0	0	0	0	0	0	9	16	27	5
tr76881		0	0	0	0	0	0	0	9	10	16	3
tr76882		35	24	8	27	14	60	5	754	1674	637	478
tr76886		2	0	0	0	0	3	0	13	40	13	5
tr768863		0	0	0	0	0	0	0	3	10	9	5
tr76888		0	0	0	0	0	0	0	0	1	2	2
tr76889		0	0	0	0	0	1	0	76	10	45	14
tr768991		0	0	0	0	0	0	0	1	1	3	0
tr769101		0	0	0	0	0	0	0	0	1	3	3
tr769126		0	0	0	0	0	0	0	0	2	6	0
tr769146		4	1	0	1	0	1	0	0	6	2	6
tr769156		0	0	0	0	0	0	0	11	12	27	4
tr76916		0	0	0	0	0	0	0	4	8	11	6
tr769166		0	0	0	0	0	0	0	2	6	6	0
tr76919		163	18	29	48	62	91	10	744	1262	634	273
tr7692		0	0	0	0	0	0	0	3	5	8	0
tr769202		0	0	0	0	0	0	0	0	0	0	20
tr769236		0	0	0	0	0	0	0	2	0	5	0
tr769279		0	0	0	0	0	0	0	5	8	4	1
tr76928		0	0	0	0	0	0	0	0	1	1	5
tr769358		0	0	0	0	0	0	0	0	2	0	5
tr76942		7	4	3	6	12	11	1	131	251	194	114
tr76945		0	0	0	0	0	0	0	8	12	4	6
tr76947		0	0	0	0	0	0	0	7	14	7	1
tr769482		37	22	1	10	15	44	1	156	438	405	113
tr769488		0	1	0	0	0	0	0	1	17	13	7
tr7695		1629	5162	111	4560	3061	618	68	4048	8231	7576	6331
tr76951		0	0	0	0	0	0	0	42	78	114	22
tr769532		0	0	0	0	0	0	0	0	3	0	0
tr76955		0	0	0	0	0	0	0	10	33	21	5
tr769600		0	0	0	0	0	0	0	1	1	3	0
tr769677		0	0	0	0	0	0	0	0	0	2	6
tr76968		0	0	0	0	0	0	0	0	0	0	69
tr76973		0	0	0	0	0	0	0	15	20	25	8
tr76976		0	0	0	0	0	0	0	0	0	0	34
tr76977		2	1	0	1	5	17	1	155	162	84	72
tr7698		1	7	0	0	0	4	0	128	79	101	31
tr76980		65	9	3	8	7	9	5	112	341	137	76
tr769848		0	0	0	0	0	0	0	4	2	5	1
tr769855		0	0	0	0	0	0	0	26	54	45	10
tr769857		0	0	0	0	0	0	0	0	1	1	3
tr76989		0	0	0	0	0	0	0	18	20	22	16
tr76990		46	3	1	6	25	11	0	57	188	44	25
tr77000		0	0	0	0	0	0	0	8	7	8	1
tr77001		0	0	5	0	0	0	0	3	0	0	4
tr77002		9	10	3	13	22	13	3	324	388	287	205
tr77004		1738	578	698	1102	2993	1847	309	22936	22961	20376	8458
tr770078		0	0	0	1	0	0	0	5	18	25	13
tr77011		1	0	1	1	0	3	0	50	46	49	37
tr770119		31	4	0	5	12	2	1	6	3	3	1
tr770164		0	0	0	0	0	0	0	5	2	6	1
tr77019		0	0	0	0	0	0	0	29	47	34	13
tr77029		0	0	0	0	0	0	0	3	6	17	8
tr77031		8	9	8	9	25	35	2	182	233	114	60
tr770326		0	0	0	0	0	0	0	19	22	18	11
tr77033		175	86	21	167	256	203	20	754	752	1237	853
tr770341		0	0	0	0	0	0	0	4	3	4	5
tr770359		0	0	0	0	0	0	0	1	0	1	3
tr77037		244	109	53	142	170	504	39	1013	2296	1198	725
tr77039		42	10	6	12	3	48	0	575	1079	665	498
tr77040		2	4	2	2	1	2	0	36	68	41	39
tr770536		0	0	0	0	0	0	0	13	0	0	0
tr770592		0	0	0	0	0	0	0	0	0	3	3
tr77062		13	1	0	3	1	6	0	15	58	29	19
tr770701		0	0	0	0	0	0	0	2	0	2	2
tr770870		7	0	0	0	0	1	0	1	2	5	4
tr77088		0	0	0	0	0	1	0	15	43	13	2
tr770893		0	0	0	0	0	0	0	1	0	0	3
tr770917		0	0	0	0	0	0	0	0	1	0	3
tr770936		0	0	0	0	0	0	0	1	9	11	6
tr77094		57	20	0	13	11	29	3	205	615	280	169
tr77104		3	1	0	4	0	2	0	8	33	17	6
tr771065		0	0	0	0	0	0	0	0	0	0	6
tr771108		0	0	0	0	0	0	0	1	1	7	0
tr77113		0	0	2	1	3	0	0	4	15	12	2
tr771138		0	0	0	0	0	0	0	3	8	11	0
tr77114		81	20	3	18	27	47	7	164	344	164	110
tr771158		0	0	0	0	0	0	1	40	109	155	39
tr77118		0	0	0	3	5	0	0	1	6	0	0
tr77125		0	0	0	0	0	0	2	4	8	1	1
tr77127		0	0	0	0	0	0	0	3	0	0	0
tr77137		6	3	0	2	1	8	0	119	415	189	149
tr771427		0	0	0	0	0	0	0	0	2	3	2
tr771479		0	0	0	0	0	0	0	0	5	7	0
tr771528		0	0	0	0	0	0	0	4	1	5	0
tr771540		0	0	0	0	0	1	0	0	3	0	0
tr77156		7	7	0	3	0	4	2	56	119	49	80
tr771576		0	0	0	0	0	0	0	0	0	0	19
tr771611		0	0	0	0	0	0	0	1	2	2	4
tr771633		0	0	0	0	0	0	0	5	13	14	1
tr771637		0	0	0	0	0	0	0	2	0	0	0
tr771683		0	0	0	0	0	0	0	4	1	4	0
tr771684		0	0	0	0	0	0	0	3	9	2	3
tr77169		54	20	5	20	6	29	4	41	165	92	56
tr771692		14	17	10	6	30	51	13	283	709	296	306
tr771753		2	2	0	0	1	9	0	27	59	123	38
tr77176		39	21	20	19	16	315	51	1133	1636	1357	644
tr771765		0	0	0	0	0	0	0	3	11	12	2
tr771786		1	0	0	0	0	2	0	4	1	0	0
tr7718		17	2	0	3	6	12	3	89	193	194	71
tr771821		0	0	0	0	0	0	0	6	8	3	7
tr771823		0	0	0	0	0	0	0	2	1	2	5
tr771844		0	0	0	0	0	0	0	0	0	0	5
tr771914		0	0	0	0	0	0	0	0	0	1	4
tr771959		0	0	0	0	0	0	0	0	0	0	6
tr77197		18	1	0	7	7	16	0	121	97	69	43
tr77201		0	0	0	0	0	0	0	1	6	1	3
tr77202		0	1	3	0	0	0	0	15	31	19	4
tr772021		0	1	34	3	0	245	37	3965	3212	5497	1534
tr77208		0	0	0	0	0	0	0	1	11	12	0
tr77210		3	12	1	10	10	19	2	108	229	99	79
tr77215		446	222	88	259	387	414	80	3945	9230	5049	4371
tr772187		0	0	0	0	0	0	0	2	0	4	0
tr772211		0	0	0	0	0	0	0	2	2	1	3
tr772213		1	0	0	0	0	0	0	4	3	2	0
tr77225		66	34	22	56	50	106	22	1422	2108	2113	854
tr772254		0	0	0	0	0	0	0	0	0	4	0
tr772270		0	0	0	0	0	0	0	0	1	2	3
tr772289		0	0	0	0	0	0	0	1	2	3	0
tr772322		0	0	0	0	0	0	0	6	1	0	6
tr772459		0	0	0	0	0	0	0	0	1	3	0
tr772464		0	0	0	0	0	0	0	2	12	11	5
tr772491		0	0	0	0	0	0	0	1	10	5	0
tr772531		0	0	0	0	0	0	0	0	1	1	2
tr77257		14	17	1	16	8	21	7	52	232	222	201
tr7726		28	7	0	12	5	15	2	171	417	177	182
tr772605		0	0	0	0	0	0	0	4	2	3	1
tr772609		9	3	0	1	2	8	0	15	47	55	10
tr77262		234	146	23	115	100	251	25	390	2046	452	708
tr772623		0	0	0	0	0	0	0	1	2	6	2
tr772679		0	0	0	0	0	0	0	5	8	10	5
tr772686		0	0	0	0	0	0	0	0	0	0	4
tr772726		0	0	0	0	0	0	0	10	3	15	9
tr772749		0	0	0	0	0	0	0	0	0	6	0
tr77276		22	3	3	9	14	16	4	46	114	68	25
tr772813		0	0	0	0	0	0	0	0	3	6	3
tr772861		0	0	0	0	0	0	0	0	1	3	0
tr772878		0	0	0	0	0	0	0	0	3	0	0
tr772916		0	0	0	0	0	0	0	0	6	0	1
tr77292		0	0	0	0	0	0	0	4	1	4	0
tr772941		0	0	0	0	0	0	0	26	38	38	15
tr772956		0	0	0	0	0	0	0	0	0	0	3
tr772968		0	0	0	0	0	0	0	7	17	20	7
tr772994		0	0	0	0	0	0	0	4	0	0	4
tr77302		11	2	2	5	9	12	3	42	76	29	21
tr773044		0	0	0	0	0	0	0	3	0	0	0
tr773127		0	0	0	0	0	0	0	6	10	13	0
tr773142		0	0	0	0	0	0	0	0	2	2	3
tr773202		0	0	0	0	0	0	0	0	2	3	0
tr773217		0	0	0	0	0	0	0	0	0	6	0
tr773227		0	0	0	0	0	0	0	29	46	74	26
tr773231		0	0	0	0	0	0	0	0	0	5	0
tr773242		0	0	0	1	0	0	0	2	4	4	0
tr773245		0	0	0	0	0	0	0	5	5	4	5
tr773270		0	0	0	0	0	0	0	0	5	2	0
tr773306		0	0	0	0	0	0	0	2	3	10	4
tr773339		0	0	0	0	0	0	0	0	9	9	1
tr77340		5	4	0	3	0	1	3	48	54	19	13
tr773424		0	0	0	0	0	0	0	1	3	2	3
tr773446		0	2	0	1	0	0	0	8	39	24	14
tr773461		0	0	0	0	0	0	0	2	2	5	3
tr773469		0	0	0	0	0	0	0	8	18	15	1
tr773471		0	0	0	0	0	0	0	0	3	7	0
tr773476		0	0	0	0	0	0	0	0	2	4	1
tr773566		0	0	3	0	0	0	3	0	0	0	5
tr7736		99	44	7	37	33	44	1	3108	5775	1778	2565
tr77364		3	1	2	2	0	44	4	242	48	172	33
tr77365		0	0	0	0	0	0	0	9	38	18	28
tr77368		0	0	0	0	0	0	0	1	1	1	4
tr773686		0	0	0	0	0	0	0	3	2	4	5
tr773688		0	0	0	0	0	0	0	2	5	3	0
tr773708		0	0	0	0	0	1	0	6	0	1	5
tr773716		0	0	0	0	0	0	0	3	8	6	1
tr773739		0	0	0	0	0	0	0	3	11	20	5
tr77382		0	0	0	0	0	0	0	11	14	25	7
tr77386		0	0	0	0	0	0	0	6	13	4	0
tr773917		0	0	0	0	0	0	0	1	3	5	0
tr773951		0	0	0	0	0	0	0	10	12	20	3
tr77400		115	31	12	54	66	80	10	824	1545	699	589
tr774049		0	0	0	0	0	0	0	1	1	7	5
tr774053		0	0	0	0	0	0	0	0	2	6	1
tr774069		0	0	0	0	0	0	0	2	2	5	0
tr774092		0	0	0	0	0	0	0	17	35	33	7
tr774125		0	0	0	0	0	0	0	0	5	0	1
tr77414		921	326	154	482	639	916	97	1311	3280	1687	1068
tr774147		31	4	6	6	10	21	5	126	261	203	120
tr774153		0	0	0	0	0	0	0	2	3	1	0
tr774195		0	0	0	0	0	0	0	0	0	3	2
tr7742		0	0	3	0	0	8	0	228	52	144	40
tr774269		0	0	0	0	0	0	0	0	3	2	1
tr774288		0	0	0	0	0	0	0	14	17	14	9
tr774298		0	0	0	0	0	0	0	20	36	17	10
tr774357		0	0	0	0	0	0	0	4	2	2	1
tr77441		3	3	0	1	0	6	0	0	10	20	19
tr774417		0	0	0	0	0	0	0	0	7	1	0
tr77442		0	0	0	0	0	0	0	1	4	3	0
tr774427		0	0	0	0	0	0	0	4	2	8	2
tr77443		0	0	0	0	0	0	0	28	47	63	23
tr77444		44	21	2	21	24	33	6	555	1186	610	468
tr774471		0	0	0	0	0	0	1	28	62	55	47
tr77448		33	9	2	27	17	18	5	288	418	213	107
tr774486		0	0	0	0	0	0	0	6	1	3	1
tr77449		4	2	0	0	0	3	0	4	18	1	7
tr774522		0	0	0	0	0	0	0	12	11	25	10
tr77453		145	47	12	36	43	105	31	872	3511	1676	1266
tr774532		0	0	0	0	0	0	0	0	0	2	2
tr774565		0	0	0	0	0	0	0	3	0	3	0
tr774569		0	0	0	0	0	0	0	2	7	3	0
tr77458		0	0	0	0	0	0	0	0	7	7	0
tr774582		0	0	0	0	0	0	0	0	1	0	2
tr774609		0	0	0	0	0	0	0	12	13	6	2
tr774610		0	0	0	0	0	0	0	2	5	1	0
tr77463		0	0	0	0	0	0	0	3	7	17	1
tr774635		0	0	0	0	0	0	0	1	0	0	2
tr77464		0	0	0	0	0	0	0	1	8	2	0
tr774658		0	0	0	0	0	0	0	10	8	5	25
tr77467		0	0	0	0	0	0	0	7	6	22	6
tr774676		0	0	0	0	0	0	0	0	2	2	3
tr774678		0	0	0	0	0	0	0	1	1	0	3
tr774708		0	0	0	0	0	0	0	3	5	10	3
tr774748		5	2	4	3	16	2	1	22	53	37	17
tr774756		0	0	0	0	0	0	0	3	5	1	0
tr77479		0	0	0	0	0	0	0	1	0	4	0
tr774818		0	0	0	0	0	0	0	2	0	0	1
tr774833		0	0	0	0	0	0	0	0	0	10	0
tr774842		0	0	0	0	0	0	0	2	1	3	3
tr774845		0	0	0	0	0	0	0	2	2	8	0
tr774854		0	0	0	0	0	0	0	0	1	6	0
tr774917		0	0	0	1	0	0	0	35	54	59	10
tr774964		0	0	0	0	0	0	0	0	2	0	3
tr775027		0	0	0	0	0	0	0	1	0	3	3
tr77508		19	8	2	5	1	8	0	222	327	251	168
tr775093		0	0	0	0	0	0	0	1	1	4	7
tr775095		0	0	0	0	0	0	0	1	0	5	0
tr775108		0	0	0	0	0	0	0	0	1	3	0
tr77511		0	0	0	0	0	0	0	4	6	14	0
tr775126		0	0	0	0	0	0	0	1	1	0	3
tr775133		0	0	0	0	0	0	0	23	24	37	3
tr77514		38	31	2	42	59	93	4	655	1034	1108	613
tr775150		0	0	0	0	0	0	0	0	0	0	14
tr77517		48	6	11	4	2	18	2	15	75	74	25
tr775190		0	0	0	0	0	0	0	15	9	18	3
tr77520		0	0	0	0	0	0	0	8	24	9	12
tr775209		0	0	0	0	0	0	0	4	4	6	7
tr775228		0	0	2	0	0	0	0	2	0	0	5
tr77529		0	0	0	1	0	0	0	67	130	114	54
tr775290		0	0	0	0	0	0	0	3	5	8	0
tr775337		0	0	0	0	0	0	0	1	2	0	2
tr77534		82	43	6	8	4	72	35	315	963	1333	352
tr77535		0	0	0	0	0	0	0	0	0	3	0
tr77538		0	0	0	0	0	0	0	1	8	4	2
tr775399		0	0	0	0	0	0	0	0	5	1	0
tr775401		0	0	0	0	0	0	0	0	4	0	0
tr775409		0	0	0	0	0	0	0	3	3	3	0
tr775417		0	0	0	0	0	0	1	2	1	0	5
tr775435		0	0	0	0	0	0	0	1	0	5	2
tr77546		52	6	8	14	12	34	10	197	362	282	105
tr775460		0	0	0	0	0	0	0	1	1	1	2
tr7755		0	0	0	0	0	0	0	0	5	2	5
tr775501		0	0	0	0	0	0	0	0	0	3	0
tr775507		0	0	0	0	0	0	0	3	0	0	0
tr775515		0	0	0	0	0	0	0	0	0	3	0
tr77554		0	0	0	0	0	0	0	0	1	2	0
tr77556		8	2	0	6	9	20	1	11	9	7	2
tr775577		0	0	0	0	0	0	0	3	0	7	0
tr77558		95	89	54	113	154	483	45	2791	4940	3501	1816
tr775584		0	0	0	0	0	0	0	1	1	3	7
tr7756		16	8	5	9	10	38	7	533	674	767	284
tr775612		10	1	5	0	0	9	0	42	96	43	27
tr775614		0	0	0	0	0	0	0	0	2	7	0
tr775619		0	0	0	0	0	0	0	0	0	4	0
tr775650		0	0	0	1	0	0	0	23	28	42	11
tr775687		17	6	4	3	0	4	0	0	4	3	9
tr775717		0	0	0	0	0	0	0	2	5	1	0
tr775761		0	0	0	0	0	0	0	1	1	0	2
tr775787		0	0	0	0	0	0	0	1	12	7	13
tr77580		1	4	1	16	16	23	4	209	241	191	83
tr775808		0	0	0	0	0	0	0	0	0	3	0
tr775818		0	0	0	6	0	1	0	240	454	684	213
tr77582		17	8	18	14	24	31	15	212	375	266	180
tr775823		0	0	0	0	0	0	0	4	3	7	0
tr775826		0	0	0	0	0	0	0	0	5	5	5
tr775849		0	0	0	0	0	0	0	1	0	7	0
tr77586		124	90	107	162	648	111	161	2664	2737	2383	596
tr775870		0	0	0	0	0	0	0	5	3	7	4
tr77593		0	0	0	0	0	0	0	4	1	0	0
tr775939		0	0	0	0	0	0	0	2	4	2	3
tr775943		0	0	0	0	0	0	0	1	6	3	2
tr775957		0	0	0	0	2	0	0	5	5	11	0
tr775996		0	0	0	0	0	0	0	7	12	7	3
tr776007		0	0	0	0	0	0	0	1	1	1	2
tr776024		0	0	0	0	0	0	0	2	0	0	7
tr776026		0	0	0	0	0	0	0	7	7	7	2
tr776037		0	0	0	0	0	0	0	1	12	2	0
tr776039		0	0	0	0	0	0	0	8	7	5	9
tr776093		0	0	0	0	0	0	0	2	2	4	0
tr776102		0	0	0	0	0	0	0	3	2	0	0
tr776108		0	0	0	0	0	0	0	3	0	3	0
tr776125		0	0	0	0	0	0	0	3	0	1	3
tr776138		0	0	0	0	0	0	0	13	21	16	1
tr776217		0	0	0	0	0	0	0	2	2	1	2
tr776222		0	0	0	0	0	0	0	3	11	11	0
tr776290		0	0	0	0	0	0	0	0	1	0	2
tr776292		0	0	0	0	0	0	0	0	0	4	0
tr776294		0	0	0	0	0	0	0	0	7	1	0
tr776296		0	0	0	0	0	0	0	10	12	12	0
tr77630		0	0	0	0	0	0	0	0	2	0	0
tr77632		0	0	0	0	0	0	0	0	5	2	0
tr77633		1	8	0	6	5	15	0	126	375	368	133
tr776338		0	0	0	0	0	0	0	3	0	0	1
tr776342		0	0	3	0	0	0	0	0	0	0	13
tr776352		18	9	3	2	4	16	0	59	162	103	41
tr776358		0	0	0	0	0	0	0	0	0	0	28
tr77636		1	0	0	0	0	0	0	5	3	4	4
tr776382		0	0	0	0	0	0	0	0	3	1	0
tr776419		0	0	0	0	0	0	0	2	3	2	3
tr776454		0	0	0	0	0	0	0	0	0	0	7
tr776460		0	0	0	0	0	0	0	1	11	5	0
tr77648		0	0	0	0	0	0	0	0	5	1	4
tr776490		0	0	0	0	0	0	0	0	1	0	7
tr776499		0	0	0	0	0	0	0	1	1	0	3
tr77659		175	51	21	40	64	128	9	625	1564	811	595
tr776683		0	0	0	0	0	0	0	0	2	0	2
tr77669		0	0	0	0	0	0	0	12	83	22	21
tr7767		89	27	294	66	127	487	36	2491	1146	1872	334
tr776700		0	0	0	0	0	0	0	7	2	1	0
tr776741		0	0	0	0	0	0	0	0	0	1	3
tr776782		0	0	0	0	0	0	0	1	4	2	0
tr776837		0	0	0	0	0	0	0	0	6	0	0
tr77686		0	0	0	0	0	0	0	2	0	0	0
tr77691		0	0	0	2	2	0	0	6	13	3	5
tr77695		43	12	0	1	8	16	1	110	317	160	125
tr776988		0	0	0	0	0	0	3	2	1	0	0
tr77699		3	2	2	9	7	8	0	226	358	150	177
tr777		0	0	0	0	0	0	0	4	13	52	1
tr777065		0	0	0	0	0	0	0	3	3	3	0
tr777066		0	0	0	0	0	0	0	0	3	8	0
tr777215		0	0	0	0	0	0	0	0	3	1	0
tr77729		1	3	0	2	6	7	5	2	9	5	2
tr77734		15	11	2	21	15	22	1	702	421	500	208
tr77742		0	0	3	1	1	0	3	6	1	2	3
tr777481		0	0	0	0	0	0	0	1	5	2	0
tr77755		48	4	3	6	4	21	3	96	309	93	80
tr77762		0	0	0	0	0	0	0	2	10	9	0
tr77763		201	33	28	72	116	100	17	1784	2263	1786	867
tr77767		6	0	0	1	3	2	0	7	29	28	17
tr77774		0	0	0	0	0	0	0	0	2	0	3
tr77778		34	8	3	16	9	20	2	217	506	163	175
tr777791		0	0	0	0	0	0	0	1	0	0	2
tr77783		23	9	1	8	20	13	0	41	89	74	33
tr77784		3	0	0	0	0	0	2	10	52	23	9
tr777889		0	0	0	0	0	0	0	1	5	3	0
tr77790		0	3	0	2	0	0	0	19	39	24	5
tr77793		126	52	16	45	64	97	22	259	580	359	181
tr77798		14	4	0	7	19	12	2	130	418	150	106
tr77800		4	4	0	5	11	11	0	107	105	74	29
tr77802		2	0	0	0	0	2	0	4	11	3	5
tr77812		399	122	20	164	152	267	36	1542	2938	1774	1172
tr778158		3	3	0	1	6	1	0	19	58	37	13
tr77816		7	4	2	2	4	10	1	67	164	84	58
tr7782		12649	6084	9223	10596	22828	19379	6772	264361	229875	350072	62480
tr77820		0	0	0	0	0	0	0	4	1	6	8
tr77824		2533	1794	320	1588	1507	2706	302	4903	9334	11668	3947
tr778331		0	0	0	0	0	1	0	0	0	0	0
tr778335		0	0	0	0	0	0	0	8	0	0	0
tr77834		0	0	0	0	0	0	0	0	5	0	1
tr778345		0	0	0	0	0	0	0	0	0	0	5
tr77835		0	0	0	1	0	0	0	18	20	25	24
tr77836		0	0	0	0	0	1	0	110	603	303	193
tr77837		17	9	6	8	30	33	6	138	376	177	68
tr77841		13	1	14	16	11	461	25	2203	1751	2119	690
tr77843		0	0	0	0	0	0	0	6	8	12	0
tr77845		0	0	0	0	0	0	0	0	8	3	0
tr778532		0	0	0	0	0	0	0	1	0	4	1
tr77854		6	2	1	0	1	5	0	28	90	55	20
tr77861		0	2	0	3	0	16	2	29	151	154	61
tr77864		0	0	0	0	0	0	0	4	10	17	9
tr77866		6	44	63	95	111	513	45	622	1509	1100	557
tr778713		0	0	0	0	0	0	0	0	0	0	2
tr77874		0	0	0	0	0	1	0	0	2	4	0
tr77876		6	4	0	8	5	3	0	18	39	34	17
tr77877		3	0	6	1	0	17	2	81	81	145	16
tr778772		73	17	6	21	16	52	2	166	342	235	144
tr77879		400	222	69	213	163	609	27	3023	6815	3929	2768
tr778792		38	6	0	4	2	4	3	50	98	85	48
tr7788		6	5	0	1	3	15	0	197	6	324	0
tr77880		0	0	0	0	0	0	0	0	8	2	3
tr77881		1	0	0	0	0	1	0	6	18	16	8
tr77886		4	9	0	13	27	11	3	3	3	4	0
tr77887		15	4	0	6	4	6	1	45	159	84	61
tr77889		0	0	0	0	0	0	0	4	50	2	21
tr7789		993	137	52	200	223	310	34	1534	2245	1378	563
tr778901		0	0	0	3	7	0	0	5	5	5	2
tr779004		27	4	1	0	9	7	0	38	93	24	30
tr779066		0	0	0	0	0	0	0	0	0	7	7
tr77915		3	4	0	0	1	1	0	25	58	21	43
tr77921		0	0	0	0	0	0	0	0	3	0	0
tr77926		0	0	0	0	0	2	0	13	15	13	4
tr77930		14	16	8	12	30	35	8	88	243	125	151
tr779362		0	0	0	0	0	0	0	2	4	5	0
tr77953		1	0	0	1	0	0	0	15	31	38	18
tr7796		0	0	0	0	0	1	0	27	64	17	26
tr77963		2962	1478	785	2509	4737	4398	594	21055	32069	26858	10653
tr77969		0	0	0	2	0	1	0	5	4	4	3
tr77974		250	65	19	56	50	137	15	656	1685	998	553
tr779810		0	0	4	0	0	0	0	1	5	0	3
tr779816		0	0	0	0	0	0	0	3	1	4	0
tr77982		0	0	0	0	0	0	0	2	12	7	2
tr779862		0	0	0	0	0	0	0	0	5	0	0
tr779913		0	0	0	0	0	0	0	0	0	1	5
tr77993		0	1	0	0	0	2	0	8	27	19	16
tr779933		0	0	0	3	0	0	0	0	0	2	5
tr77997		3	6	4	5	16	3	0	4	11	8	9
tr77998		73	39	14	49	23	96	13	752	1213	934	468
tr77999		70	61	14	51	48	135	14	969	2130	1565	1318
tr779999		71	21	4	18	3	23	3	308	1265	546	404
tr78000		89	43	13	48	64	78	15	1444	1409	1454	522
tr78003		115	52	9	34	46	141	11	700	1127	756	483
tr780064		0	0	0	0	0	0	0	3	3	5	0
tr780099		0	0	0	0	0	0	0	0	3	0	1
tr78013		79	28	31	28	72	43	23	312	553	384	143
tr780163		0	0	0	0	0	0	0	0	0	0	3
tr78020		1	0	0	1	2	0	0	11	27	12	8
tr780267		0	0	0	0	0	0	0	3	0	1	0
tr78028		0	0	0	0	0	0	0	39	41	74	10
tr780353		0	0	0	0	0	0	0	3	10	4	2
tr780360		0	0	0	0	0	0	0	0	0	0	2
tr780414		0	0	0	1	0	1	0	1	9	0	5
tr78057		10	8	16	10	28	24	6	365	476	293	137
tr78066		0	0	0	0	0	0	0	2	0	0	0
tr7807		0	0	0	0	0	0	0	2	1	1	2
tr78072		0	0	0	0	0	0	0	10	16	17	6
tr78073		2	3	0	1	0	5	0	62	344	91	197
tr780740		0	0	0	0	0	0	0	0	1	2	1
tr78081		0	0	0	0	0	0	0	1	1	5	8
tr780826		0	0	0	0	1	0	0	3	0	0	2
tr780841		0	0	0	0	0	0	0	0	4	2	0
tr78089		5	0	2	0	0	18	2	93	11	117	4
tr78091		1	0	0	0	0	0	0	2	7	9	0
tr780926		0	0	0	0	0	0	0	1	1	6	2
tr78093		0	0	0	0	0	0	0	8	2	8	0
tr780972		0	0	0	0	0	0	0	2	5	5	3
tr78099		13	7	0	5	0	4	0	60	482	210	85
tr781070		0	0	0	0	0	1	0	6	9	6	5
tr78110		0	0	0	0	0	0	0	0	7	0	1
tr78111		607	42	19	89	113	280	17	1419	1942	1251	736
tr781139		0	0	0	0	0	0	0	3	7	8	0
tr781187		0	0	0	0	0	0	0	0	1	8	0
tr781199		0	0	0	0	0	0	2	3	3	0	4
tr78121		0	0	0	5	0	0	0	0	2	14	0
tr78123		0	0	0	0	0	0	0	0	1	0	2
tr78124		121	45	0	20	13	39	8	364	599	364	313
tr78135		0	0	0	0	0	0	0	37	70	105	32
tr78136		170	41	1	20	11	25	8	38	235	74	92
tr7814		0	0	0	0	0	0	0	0	0	0	6
tr78145		0	0	0	0	0	0	0	3	1	2	3
tr781464		0	0	0	0	0	0	0	4	7	7	4
tr781466		1	0	0	0	0	0	0	7	8	4	1
tr78148		1	0	0	0	0	1	0	80	231	114	24
tr78152		71	6	13	17	50	32	6	330	504	370	231
tr78154		25	54	0	43	7	74	2	10	185	41	104
tr78157		0	0	0	1	0	0	0	11	43	63	32
tr78161		0	0	0	0	0	0	0	1	2	4	0
tr781634		0	0	0	0	0	0	0	0	0	0	4
